Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
9270a0f9-c873-4cff-b8d6-63b5377a0340,f4a63c54-c7b6-4132-a5c1-160b09c0a1cf,0,156772,0,748.0,1411966.0,6 years,0,2,22591.38,18,73.0,10,0,38456,251548.0,0.0,0.0
87260afa-a95d-4507-9db0-c8eeb5db5aef,168cc347-945f-43d4-827b-1c06c7a80722,1,78738,0,6240.0,536370.0,2 years,1,1,14034.92,10.maj,15.0,14,0,138586,266112.0,0.0,0.0
10da47ac-d3ce-461c-bf95-1b9d0cac176f,d110ff2c-c936-487a-8e4f-8a192bad9cd8,0,453464,0,712.0,895147.0,3 years,1,0,17007.85,14.feb,77.0,12,1,137845,222926.0,1.0,0.0
9239bc63-b054-475a-bb83-b631e62685b4,4b8c3426-83b6-4e7a-bd22-ab5695587508,0,166672,0,705.0,1048667.0,10+ years,0,0,16166.91,16,18.0,10,0,167656,267014.0,0.0,0.0
e67fc85b-55e8-4961-9199-8ae4610b2e24,fc5cff9c-c6b5-4616-a83f-c6866e7ce032,1,119504,0,745.0,938315.0,2 years,0,7,11807.17,13,9.0,11,0,32300,104170.0,0.0,0.0
5cfed06e-4876-4098-b368-984806f1cee1,ba4f8d7d-4907-4870-a1b1-e79f7055e13d,0,33022,0,723.0,1673007.0,7 years,1,0,25234.47,23.mar,80.0,13,0,125609,323928.0,0.0,0.0
9cca9017-f068-40d9-bc1f-b3628215b25c,f0d6b352-bcf0-4114-9180-3e25878ddf69,0,280588,0,717.0,671080.0,3 years,1,0,17447.89,10,70.0,10,1,168169,470360.0,1.0,0.0
15d95766-83b9-4218-aea1-b7d8bb023d43,151e8706-cbcc-4d7f-bff0-a13ef9f5807a,1,556336,1,714.0,1402960.0,10+ years,0,0,19524.4,19.maj,38.0,5,0,317338,389246.0,0.0,0.0
9c4fc474-8aa1-4a3b-9d18-818bb81c6b0c,455d606b-6b1e-4222-9b90-987c55d001e6,0,541310,0,722.0,1682982.0,1 year,0,0,52733.36,17.sep,35.0,13,0,356288,619432.0,0.0,0.0
296ccd77-325c-4c02-a2ce-d7aff95ff7a5,3fcb95d2-9f4f-4877-b959-a02948af9de4,1,765160,1,719.0,2643242.0,7 years,0,0,34582.47,20.maj,47.0,19,0,249755,489302.0,0.0,0.0
cce5ecac-8760-4a74-a326-e11b56611bac,90303eb6-110d-4aed-98e9-5bdb1ce8bb10,0,545886,0,718.0,1565182.0,7 years,1,0,41477,15,6.0,16,0,80465,296714.0,0.0,0.0
279abc8f-8495-48ec-8ec3-4aa931eb4990,dccb0b43-a54d-47ae-b01b-382d193b475b,0,354046,1,676.0,1815469.0,10+ years,0,2,5522.16,13,6.0,6,0,20976,70840.0,0.0,0.0
a7e3baae-3dd8-46f4-a34c-c3e3971cdba3,3ecdcd82-6b30-4518-bdf9-92de5833caee,1,86174,0,7210.0,837311.0,1 year,0,0,10884.91,13.jun,82.0,15,0,360867,671770.0,0.0,0.0
a20abdda-6a28-444d-a731-ac37cdad12ca,4bf2f68f-20e5-44ce-b073-a31953b2f646,1,509586,1,678.0,1816001.0,2 years,1,0,26180.67,13.sep,74.0,32,1,115672,319638.0,1.0,0.0
59d28b2c-d66d-4cef-b04a-4de6c8d8a8b8,7a826762-3889-4043-9425-363df5f6101d,0,218988,0,740.0,775409.0,4 years,0,0,8141.88,14.sep,9.0,5,0,100206,186230.0,0.0,0.0
98aac514-3050-423d-b1c5-ec325413c441,453062fa-f96e-42e4-add5-d15c812fc141,1,663168,1,732.0,1527296.0,2 years,0,0,22145.83,17,32.0,8,0,331075,543774.0,0.0,0.0
462748a7-7b3e-4e65-aae4-cedddfc95fa8,f99cee77-ac7d-4d8b-936e-93ada7836e1b,0,752290,1,649.0,2320375.0,3 years,1,0,39252.86,13.apr,16.0,13,0,431053,513502.0,0.0,0.0
8d6b5050-fb2d-4241-bdba-9e7d531cb197,9fa0a981-d220-4f8a-99c2-5321c42f070f,1,552882,1,686.0,1262151.0,10+ years,1,0,23770.71,23.apr,48.0,13,0,299706,694056.0,0.0,0.0
a834178f-be4b-4fe0-8441-46e5e7b5a31e,1d77b9af-c36c-4683-81e2-54bfb01f00d6,1,402534,0,741.0,3090160.0,9 years,1,0,23639.8,19.jun,6.0,15,0,691467,1332188.0,0.0,0.0
26732d68-bf40-4041-a7fc-32893ba51a5c,735e7283-7724-484c-b113-d50e04e92c63,1,232716,0,637.0,1049427.0,5 years,1,2,12942.99,09.maj,61.0,20,0,226442,389026.0,0.0,0.0
aa8fd231-a19c-4b3c-8abe-75f364f7aa26,e6b4ef94-b40d-451e-b0f7-a164ca3831fc,0,286462,1,719.0,1380426.0,10+ years,0,0,27378.62,15.jul,75.0,10,0,177916,335522.0,0.0,0.0
7fe7e42f-37dd-4a13-b371-3d35a012f178,cf4d223b-958a-4a31-8b82-09ae3996fd0c,0,223256,0,740.0,804916.0,7 years,0,0,6774.64,34.4,7.0,13,0,308142,587818.0,0.0,0.0
181ba1f9-5dc9-4d76-bffd-0b103fca6297,b0d26cc8-cf23-4eb3-aa53-8074353532ce,0,537878,0,743.0,1296807.0,1 year,0,0,24963.53,18.apr,70.0,12,0,249223,515306.0,0.0,0.0
e8283bff-046a-4655-a90a-8ed060e8df8e,6ecfe8c1-8b24-472b-9efa-0fd181df38e9,0,214786,0,723.0,883329.0,9 years,0,0,11924.97,14.mar,79.0,5,0,154755,193314.0,0.0,0.0
5c2cc96f-159d-42ce-8ca0-f6cf1995119f,01246538-e5a4-46e1-9db5-082889444846,0,109538,0,697.0,567606.0,7 years,0,0,5770.68,14.mar,62.0,10,0,86716,151206.0,0.0,0.0
6ceefb17-6949-441f-86fa-ac63be965855,6adde19f-937f-4369-a6ad-cfe94b41d6dc,0,117986,0,694.0,1886890.0,5 years,1,0,3207.77,12,19.0,7,0,80408,351296.0,0.0,0.0
1e963723-3b87-4175-b50b-39f5bee8c9a5,37c41379-e56c-4455-a94b-2b810d80a058,0,87846,0,736.0,625879.0,4 years,2,0,6988.96,50.1,56.0,16,0,96330,714978.0,0.0,0.0
932aa46f-27ae-4cf9-9e5f-ce44b09e8e20,12be2338-32c8-459d-8201-e85308164a9b,0,190498,0,706.0,892164.0,1 year,1,0,8996.12,13.feb,64.0,6,0,88160,117744.0,0.0,0.0
9846d9f5-8d8f-49cb-bf77-33d3d0f56160,886e3ac5-357d-42ab-81cd-aaee8d28c706,0,229086,0,715.0,787626.0,8 years,1,0,6543.79,23.sep,36.0,7,1,71231,152460.0,1.0,0.0
108c8c56-4e1a-41b1-bd30-a44123d92dc8,f922a1c3-98e7-4870-ade3-dd9a9b2fa5ee,1,393558,1,678.0,2317392.0,2 years,2,0,22015.3,14.jul,27.0,8,0,124184,145552.0,0.0,0.0
4d80c73f-7337-4fef-b1b1-d3caefda27ea,f20cccab-9676-4fba-a5c2-7e6d52d07bba,1,87912,0,7500.0,960184.0,10+ years,1,0,3432.73,43.3,42.0,9,0,86051,301026.0,0.0,0.0
dfe25a0c-4a59-45a8-be6b-02848b0fa24f,f36792bd-e4e8-432a-95b6-49c8965cf1d9,1,156178,0,716.0,1124040.0,3 years,1,3,8617.64,12,33.0,9,5,6194,108790.0,0.0,0.0
6d1968cd-f851-4b1f-8e38-dca77e9f815d,c202ba1a-d4a2-42d7-a2f1-d0093fc4509b,0,605726,0,748.0,3609145.0,10+ years,0,0,43610.7,23,59.0,10,0,378423,475772.0,0.0,0.0
cf253a51-88a0-46bd-8d82-5348d151dab5,fc950ca6-8f85-425c-a800-85a71a4e0870,1,168300,1,7020.0,688522.0,2 years,1,1,11762.14,17,30.0,9,0,128041,273042.0,0.0,0.0
145b0f38-135f-4938-9d0b-bb078710fc46,fd4ca23b-1ad4-404e-97c4-f1834094d9d8,0,174460,0,723.0,1318429.0,3 years,2,3,10547.47,15,55.0,14,0,55176,443586.0,0.0,0.0
c1c3cba8-0875-41eb-8211-d43f534e6ffc,ab77813a-d625-4f19-9772-f17d6654656c,0,768394,1,651.0,1651252.0,2 years,0,0,19264.67,29.feb,30.0,6,0,421420,559592.0,0.0,0.0
8d6b94ba-d605-4336-b8af-773d83fac618,50b9be84-4a19-4005-b50a-016352734f4d,0,314226,1,723.0,2638454.0,1 year,0,1,34959.43,18.feb,54.0,10,0,662815,969034.0,0.0,0.0
0b074d25-97a5-4a2f-9df1-a0efe04f597c,a2dc4e54-eaa7-4bbc-b103-8d06d05a3f54,0,716958,0,718.0,1934960.0,9 years,0,2,31765.72,10,24.0,9,0,168815,228624.0,0.0,0.0
88781660-03f8-4818-982e-c2851abd6063,133bad47-5555-49f6-9885-70756e18ad74,1,547580,0,710.0,1125978.0,< 1 year,1,0,9758.4,13.aug,58.0,6,0,435328,790064.0,0.0,0.0
6f0b1259-612a-4e5e-ac9f-61474c30067c,3d444fd0-12df-4671-a439-e6933570da1b,0,175428,0,698.0,1136238.0,2 years,1,5,2594.45,30.maj,68.0,4,0,70832,96470.0,0.0,0.0
32200a7e-c65e-4e5e-9878-1161d256bcfe,64dcd3aa-3c82-4c70-929a-a83d249d894a,0,234806,1,689.0,866799.0,9 years,0,0,3676.69,14.jan,7.0,4,2,86051,167750.0,2.0,0.0
0eaa9af5-5beb-44e5-9394-5c065cd5452e,51fcba2d-c634-4e05-ba0f-9d1b3e2e70a5,1,25806,0,685.0,742976.0,8 years,1,1,6377.16,07.jan,35.0,5,0,8189,47432.0,0.0,0.0
77b43783-6615-427f-af53-17181b93e413,7d09ca08-2cdd-4da0-8419-56efa1742725,0,333124,0,703.0,1300246.0,10+ years,0,0,13110.76,14.jun,22.0,10,0,173128,384032.0,0.0,0.0
8837c173-975a-4b66-9fa5-701b59c96066,e3c54e03-73c7-418d-9672-f3eda66c4f4f,0,476586,0,707.0,1403207.0,7 years,1,0,18241.52,13.apr,11.0,6,0,91580,214654.0,0.0,0.0
c208ec02-ccca-4d1a-bf13-83c02994a166,b48dacc4-9a81-4817-9efc-62f4678f632b,0,261800,0,738.0,1488536.0,4 years,1,0,21087.72,16.maj,45.0,8,0,178220,274780.0,0.0,0.0
cc6b2922-1193-457a-9eaf-1f0c5c007aaa,36a90e1f-25bb-4666-b78a-62b17ecc427d,0,377322,0,740.0,1288162.0,< 1 year,1,0,17068.08,36.3,16.0,8,0,358549,494824.0,0.0,0.0
9c9d3c13-7745-4f65-bab3-800fa5c44c0c,fa3af482-4fd5-4b0c-8d75-d3292a195463,0,486288,1,707.0,1654577.0,3 years,0,0,22612.47,14.sep,14.0,18,0,407835,821282.0,0.0,0.0
794277df-bb2a-4a2e-9586-a686ac0b8b49,9af01efe-ca83-4a69-bae2-a2d80b18e467,0,104368,0,691.0,853974.0,1 year,1,0,22559.08,20,32.0,10,1,116223,195580.0,1.0,0.0
806e056c-cab1-482c-9db8-c728fde99b36,660e1e64-6904-4904-acd7-6c7dc096bbfc,0,205854,0,717.0,1898860.0,10+ years,0,0,31647.73,22.mar,15.0,6,0,195738,251284.0,0.0,0.0
df153e6a-bc79-467e-a3d6-0835d99c0702,580287c4-97f3-4e12-b815-4a57be8fc372,0,111408,0,733.0,1154592.0,10+ years,1,0,18762.12,20.apr,47.0,9,0,283936,465674.0,0.0,0.0
335f8757-c4f1-4b37-baab-5329668808c4,b0e36332-8a35-45a8-94bb-a2ccdbb43f93,0,284152,0,700.0,1054519.0,10+ years,0,0,15202.66,14,36.0,12,0,182780,366146.0,0.0,0.0
8b60728e-4245-4911-b0dd-8390f5b91c58,7fa3a146-1ab1-48bf-8917-41022a07383a,0,128832,0,719.0,1483520.0,10+ years,1,0,8381.85,30.sep,38.0,4,0,36708,64372.0,0.0,0.0
f657d195-0fbd-4c84-8dfa-9a39431b8b93,0ce26174-19c8-48b5-8a4d-226aca78367e,0,152790,0,743.0,678661.0,10+ years,1,0,4450.94,14,8.0,5,1,119510,229086.0,0.0,0.0
8742366d-dbbd-4e24-b0ff-8cdc4a493ba4,9f9bb0ba-9afd-4b10-b489-28cd65bbf75c,1,152966,0,7080.0,1334902.0,4 years,0,0,10845.96,17.jan,41.0,13,0,82593,302654.0,0.0,0.0
42caf3ac-8de9-4cb4-a41f-807c10eef70a,c746e142-7048-4f4d-b3ff-294bc3673b3c,1,83864,0,699.0,564414.0,< 1 year,1,0,11711.6,11.sep,53.0,12,0,18639,107932.0,0.0,0.0
1e91a6fd-f11d-4250-a257-c98b4e78e24c,2f026faa-1ea6-47b1-8be0-c69631b988f6,1,142846,0,750.0,654227.0,10+ years,0,0,16246.71,17.feb,16.0,9,0,53694,112662.0,0.0,0.0
c7015cb7-6952-475d-ad69-f016f6c84a47,a02537d3-16b1-4a7a-a8a0-e7cf0ff98e6c,0,504658,0,685.0,3874100.0,10+ years,1,0,4100.2,16,1.0,7,0,167827,397408.0,0.0,0.0
69e11dbb-dfbe-447b-92d8-c0b9bfac3d6a,4a38f197-1e4a-49f9-bc02-7563c7663f69,0,732028,0,737.0,1724193.0,10+ years,0,0,32041.22,18.maj,21.0,14,0,628425,1017698.0,0.0,0.0
e26f3217-9077-4443-9495-9ce8d2c1bd61,1c9b370f-8dce-4135-af08-8fdea9fcc3fa,0,77132,0,657.0,2093762.0,5 years,1,6,47284.16,15.sep,81.0,13,0,588449,703142.0,0.0,0.0
12e0bad0-ca5a-4c2d-8b7d-1e06db0f55e7,fe12ac96-f1c9-4ee1-8564-7b9c407be684,0,128634,0,695.0,463657.0,4 years,0,1,9891.4,08.jul,16.0,9,0,76133,134178.0,0.0,0.0
37d4fb0d-df4c-4344-a208-576ebffa919e,016cec7a-d077-4efa-8ce1-01cb0c3f14ce,0,429264,0,735.0,1816571.0,8 years,2,0,34060.73,11.jan,37.0,20,0,387353,1520398.0,0.0,0.0
b2f32956-190b-41f9-8c1d-e53ac9073871,ce0e117f-d104-4681-82cb-4bbe32ca48dd,0,653334,0,722.0,2068891.0,10+ years,2,0,29309.21,21.mar,53.0,9,0,294291,548724.0,0.0,0.0
619184c2-461f-4c60-903a-08c917c16f63,f4a4857d-fdac-4f25-8886-607574527864,1,218130,0,728.0,602832.0,5 years,0,0,9142.8,17.jun,26.0,10,0,202616,239888.0,0.0,0.0
1a1f6573-da9d-474e-895d-9d2684637462,ee5e2ea2-6641-428d-9770-455672dfdd17,0,541794,1,674.0,1538145.0,8 years,0,1,12766.67,33.7,64.0,9,0,300029,557634.0,0.0,0.0
7866b585-fb14-4413-9561-37fe175c9efc,2d1f095e-2db8-4c97-a8aa-557615b67804,1,448404,0,746.0,1166220.0,10+ years,0,0,19339.72,14.sep,20.0,17,0,306907,504064.0,0.0,0.0
603542ec-c336-49de-90d9-58f8fab3754e,63796095-b7b6-4f04-b17c-e77f3c799fa5,0,196108,0,715.0,865602.0,10+ years,0,0,11397.34,18.aug,29.0,11,1,185478,259402.0,1.0,0.0
ab15c740-d24e-4459-8de5-ad30cbf3c30c,f7f8e132-37ed-4cc7-a5f9-5d5dea766cdb,0,448272,1,716.0,1045285.0,10+ years,0,0,16289.08,23,24.0,7,0,115558,157432.0,0.0,0.0
95c49c97-c5d5-4800-931d-0f8fc88977ef,191d6883-713d-4380-96d6-417a9cc0830d,1,224796,0,681.0,573819.0,1 year,2,4,4925.37,11.apr,20.0,6,0,115862,296780.0,0.0,0.0
f7a05f1b-25c1-4d97-b56f-ebd162471bdd,26fa597c-e2b9-4873-8894-f3574e95503b,0,401852,1,725.0,1263785.0,10+ years,0,0,15059.97,15.mar,39.0,6,1,58482,101376.0,1.0,0.0
15da1048-5668-4a1d-a3cc-86f30cf044fe,87630839-daf3-4eab-9d2a-f53837fbb87a,0,273482,1,693.0,1115699.0,10+ years,0,0,13667.27,15.sep,51.0,6,0,65683,109758.0,0.0,0.0
4fdfe36c-68ae-4f28-8851-6722ee8b867a,9d6258bf-f326-4fa5-8d51-c61c4e09ea84,0,323708,0,723.0,1640061.0,3 years,1,0,21047.44,21.feb,31.0,14,0,546782,924242.0,0.0,0.0
b7d53538-1d97-42cf-8a22-59713874f314,ceb55b24-7481-4290-a522-f9455d6f051c,1,88528,0,696.0,993833.0,2 years,1,0,2550.94,20.aug,35.0,11,0,38532,241142.0,0.0,0.0
feae86f5-6c35-406a-b1ce-65c3f70d7ab8,0abf8e06-2433-4009-8ad5-adf64ddc80c8,0,132022,0,727.0,855095.0,7 years,1,0,14180.08,17.jun,55.0,10,0,130131,251108.0,0.0,0.0
412394d9-b450-42dc-9b2f-3956948df8b6,1dc24b5e-f322-469b-a154-a15fea750baf,0,277948,0,707.0,1118948.0,10+ years,1,0,29465.58,15.jul,63.0,11,1,66994,129294.0,1.0,0.0
93894e00-dd76-48ef-b4ac-1f81dcabd653,33bf0df2-a905-4963-9d22-7375ee815b3d,0,219186,0,748.0,2233697.0,3 years,0,0,14779.72,20.jun,37.0,11,0,281618,939708.0,0.0,0.0
2bd7d9d7-8737-460a-8586-ef01949f0ed6,662a169b-55a7-49ff-be87-861f0fdbb357,0,178684,0,739.0,1176727.0,2 years,1,0,19514.14,20.jul,45.0,11,0,192337,281534.0,0.0,0.0
a05f653c-454b-4e70-b663-b310503fe2e3,9a9e3ed2-d6b2-47e3-b87a-312a5da73343,0,108526,0,743.0,1312045.0,7 years,0,3,7380.17,19,56.0,10,1,71953,108504.0,0.0,0.0
07c95227-607e-42de-92ae-06a432689fbe,847a26f1-a423-49df-ae24-9b604609ad92,0,588544,1,687.0,1491158.0,5 years,0,0,15284.36,16.mar,71.0,17,0,428963,1118722.0,0.0,0.0
8e4e0c65-36c8-47de-abef-0e1255353063,073e047d-fe1a-4d74-87e8-27fc569a9052,0,391468,0,742.0,629850.0,< 1 year,1,0,10025.16,17.aug,14.0,8,0,57570,169620.0,0.0,0.0
85a94b7f-24ea-47db-94bc-a6181812ae11,d959a0ee-3b70-4344-a4ec-faecafd20145,0,628474,1,676.0,1235741.0,10+ years,0,0,26568.46,26.maj,7.0,12,0,252871,603702.0,0.0,0.0
8438a115-3c00-4c7a-ad58-88ebf9685b36,597b6a21-89f4-4c78-83a4-ab24a7725c52,1,141636,0,7160.0,1051175.0,1 year,0,0,13227.04,12.maj,18.0,12,0,151791,201322.0,0.0,0.0
c4f5b500-b72f-4460-b401-95f5e1af4c94,a5590971-4224-4f70-bfc1-a561c65e01ec,0,334686,0,742.0,963490.0,10+ years,0,0,12284.45,20.maj,58.0,15,0,406220,863060.0,0.0,0.0
c9eeb38d-03fc-4a5f-bcf8-753dd041ec71,445a6146-6b1f-47c1-8550-cf396f30d24b,0,764390,1,705.0,1603220.0,2 years,0,0,34869.75,30.jun,50.0,15,0,425448,1089902.0,0.0,0.0
1461827a-0a27-4c8d-8e1a-dae45cb4c757,a516d48a-155e-4cbb-8710-43bddd55b655,0,616902,1,647.0,1405772.0,< 1 year,2,0,18626.27,17.sep,64.0,4,0,317338,433818.0,0.0,0.0
cd5c69da-8a2a-4164-ad42-69658fee2f22,58e605ce-de2a-4851-9126-022c7591fc2f,0,170962,0,710.0,598082.0,6 years,1,0,7426.15,12.aug,5.0,14,0,117211,622534.0,0.0,0.0
de0d812e-79f5-42ff-8b3b-5b121d5cb887,7d0315cd-ebd7-4580-b1fd-5396d5719556,0,332222,0,746.0,891119.0,3 years,1,0,11733.07,23.aug,42.0,9,0,293683,717420.0,0.0,0.0
a9115594-5859-41dd-a067-c295f173e3ea,6f0fb886-cacf-4e15-82cb-d125472a0c7b,0,440132,1,676.0,1292380.0,6 years,0,0,4157.2,15.jun,69.0,3,0,150822,219956.0,0.0,0.0
ecfe1204-c6fc-467b-bca8-98de2559bc77,0c4d94c3-2e19-4e78-a4f2-bc6e3b40d5cb,0,112574,0,729.0,1555416.0,10+ years,3,8,10706.5,13.jul,40.0,13,0,86507,770440.0,0.0,0.0
75881204-9300-4bfe-ae76-524e48b636e0,865bd443-5b86-4b07-9218-8dffe43209fc,0,764544,1,703.0,1697859.0,6 years,0,2,17685.96,25.maj,31.0,10,1,300789,657118.0,1.0,0.0
510aab2c-f7f9-4369-acc6-38c821fc1e0a,f06b759a-06f2-4061-b10a-b09e05b04d82,0,446336,1,683.0,1117865.0,7 years,0,0,7573.59,15.sep,36.0,4,1,148960,238898.0,1.0,0.0
9319940e-c671-4ac8-961e-4ef321352acc,b2f2d7d2-e4c6-4f63-8dc0-e6ef40555d4a,0,146982,0,670.0,981578.0,10+ years,1,0,25030.22,22.maj,76.0,19,0,532589,828872.0,0.0,0.0
7f15dcd4-0148-4082-ae15-50798c38d908,c98e31fb-7471-4a58-9cb7-a04c8104abd8,0,533698,1,699.0,1853298.0,1 year,1,0,30270.61,21.jun,72.0,18,0,342209,589644.0,0.0,0.0
9e3fe95c-0305-4314-bd81-aee93ea6d07e,fc22174a-fbb3-4cc5-bbbe-37846690c20a,1,133936,0,639.0,347035.0,1 year,0,2,6969.39,15.apr,22.0,10,0,68742,151910.0,0.0,0.0
b10c53c4-8588-4e10-a312-6bdcbc509e3b,decba3f3-c30b-4116-821f-b26898388a7e,1,47806,0,671.0,835620.0,2 years,1,3,3070.97,12.aug,12.0,10,0,48051,60764.0,0.0,0.0
